Customer_ID,Age,Gender,City,Product_Category,Purchase_Amount,Payment_Method,Rating,Purchase_Date
CUST12375,40,Prefer Not to Say,Hyderabad,Electronics,34423.83,Debit Card,4,12-10-2022
CUST12376,36,Female,Mumbai,Groceries,28743.07,UPI,2,05-07-2023
CUST12377,62,Prefer Not to Say,Pune,Home Decor,2686.75,UPI,5,09-09-2023
CUST12378,28,Prefer Not to Say,Delhi,Groceries,7903.41,Cash,1,04-07-2023
CUST12379,18,Female,Pune,Groceries,46151.44,UPI,3,06-10-2024
CUST12380,41,Prefer Not to Say,Mumbai,Clothing,12029.79,UPI,5,26-10-2022
CUST12381,24,Female,Delhi,Clothing,49650.39,Credit Card,3,10-05-2022
CUST12382,42,Male,Bangalore,Electronics,34139.63,UPI,2,09-12-2022
CUST12383,38,Male,Bangalore,Groceries,22495.55,Credit Card,1,09-06-2024
CUST12384,32,Female,Pune,Electronics,46042.42,Credit Card,5,20-07-2023
CUST12385,18,Female,Delhi,Home Decor,39851.82,UPI,2,12-05-2024
CUST12386,29,Female,Delhi,Electronics,21733.77,Credit Card,4,06-09-2023
CUST12387,24,Female,Hyderabad,Groceries,3895.35,Cash,2,18-09-2024
CUST12388,32,Male,Mumbai,Clothing,43481.08,Credit Card,4,07-06-2022
CUST12389,38,Prefer Not to Say,Bangalore,Clothing,38369.48,UPI,4,10-01-2024
CUST12390,36,Prefer Not to Say,Pune,Electronics,39641.37,Cash,5,31-05-2023
CUST12391,46,Male,Delhi,Clothing,37370.51,Cash,3,21-05-2023
CUST12392,42,Prefer Not to Say,Bangalore,Groceries,14149.85,UPI,4,12-10-2024
CUST12393,50,Male,Pune,Groceries,43012.86,Debit Card,1,05-02-2023
CUST12394,66,Prefer Not to Say,Bangalore,Home Decor,610.51,Credit Card,5,26-07-2024
CUST12395,49,Female,Pune,Clothing,12245.18,Credit Card,4,08-08-2022
CUST12396,66,Female,Bangalore,Clothing,2804.7,Debit Card,5,05-10-2022
CUST12397,52,Female,Hyderabad,Home Decor,5974.52,Cash,1,16-09-2023
CUST12398,61,Male,Mumbai,Electronics,26852.77,Debit Card,5,14-01-2022
CUST12399,55,Male,Bangalore,Home Decor,2344.18,UPI,5,21-03-2024
CUST12400,43,Prefer Not to Say,Mumbai,Clothing,9478.36,Debit Card,4,12-11-2023
CUST12401,28,Prefer Not to Say,Bangalore,Electronics,12020.64,Cash,2,18-02-2024
CUST12402,52,Prefer Not to Say,Delhi,Groceries,32939.27,UPI,5,06-11-2023
CUST12403,25,Male,Hyderabad,Groceries,23706.62,UPI,4,20-06-2024
CUST12404,63,Prefer Not to Say,Hyderabad,Home Decor,23191.42,UPI,1,17-11-2023
CUST12405,31,Female,Mumbai,Groceries,38537.41,Credit Card,1,31-05-2024
CUST12406,27,Prefer Not to Say,Delhi,Clothing,23107.71,Credit Card,2,06-10-2022
CUST12407,19,Female,Pune,Home Decor,17750.19,UPI,1,08-09-2023
CUST12408,63,Male,Hyderabad,Clothing,48141.33,Debit Card,4,19-10-2023
CUST12409,26,Female,Delhi,Clothing,910.52,Credit Card,2,16-02-2023
CUST12410,20,Female,Delhi,Electronics,15616.95,Cash,4,08-09-2024
CUST12411,38,Female,Mumbai,Electronics,30664.94,Credit Card,2,06-10-2023
CUST12412,43,Male,Delhi,Electronics,39249.06,Debit Card,2,30-12-2022
CUST12413,25,Male,Delhi,Groceries,40912.44,Credit Card,4,26-03-2024
CUST12414,65,Male,Pune,Electronics,2780.62,Debit Card,2,16-10-2023
CUST12415,19,Male,Mumbai,Clothing,35602.04,Debit Card,4,20-08-2023
CUST12416,23,Prefer Not to Say,Mumbai,Home Decor,36152.56,Credit Card,1,02-10-2024
CUST12417,45,Male,Delhi,Home Decor,11096.93,Debit Card,1,12-05-2023
CUST12418,46,Female,Pune,Clothing,6082.36,Debit Card,5,30-10-2023
CUST12419,43,Male,Bangalore,Groceries,37609.46,Cash,3,10-02-2024
CUST12420,42,Prefer Not to Say,Hyderabad,Home Decor,12850.25,UPI,3,29-07-2023
CUST12421,29,Prefer Not to Say,Mumbai,Clothing,582.85,UPI,1,15-03-2024
CUST12422,22,Prefer Not to Say,Pune,Clothing,11566.84,Credit Card,5,18-01-2024
CUST12423,51,Female,Pune,Clothing,2037.87,Debit Card,3,22-08-2022
CUST12424,65,Male,Delhi,Home Decor,12834.74,Credit Card,4,14-02-2023
CUST12425,54,Male,Hyderabad,Home Decor,17083.47,Credit Card,4,04-01-2023
CUST12426,32,Male,Mumbai,Electronics,13934.31,UPI,2,25-02-2022
CUST12427,61,Female,Bangalore,Electronics,46036.88,Debit Card,3,03-08-2024
CUST12428,53,Female,Delhi,Clothing,12010.38,Credit Card,4,06-03-2023
CUST12429,32,Prefer Not to Say,Mumbai,Clothing,23642.97,Credit Card,3,16-06-2024
CUST12430,60,Prefer Not to Say,Mumbai,Clothing,47892.67,UPI,2,20-08-2023
CUST12431,65,Male,Pune,Clothing,44020.37,UPI,1,22-05-2022
CUST12432,40,Female,Hyderabad,Home Decor,15808.29,UPI,5,17-04-2024
CUST12433,23,Female,Bangalore,Electronics,16661.27,Credit Card,2,19-10-2024
CUST12434,63,Male,Hyderabad,Groceries,29869.81,Debit Card,2,13-10-2022
CUST12435,67,Male,Pune,Clothing,45934.21,UPI,2,13-09-2023
CUST12436,61,Prefer Not to Say,Bangalore,Electronics,994.99,UPI,5,11-05-2023
CUST12437,60,Prefer Not to Say,Bangalore,Clothing,19959.43,Debit Card,4,02-06-2023
CUST12438,62,Prefer Not to Say,Delhi,Home Decor,42563.89,Credit Card,3,12-11-2022
CUST12439,38,Male,Bangalore,Groceries,20818.26,Credit Card,1,16-05-2024
CUST12440,40,Male,Mumbai,Electronics,36142.72,Debit Card,1,12-02-2024
CUST12441,60,Prefer Not to Say,Hyderabad,Electronics,34750.28,UPI,5,01-06-2022
CUST12442,33,Prefer Not to Say,Hyderabad,Groceries,10670.21,Cash,1,08-07-2024
CUST12443,64,Female,Delhi,Home Decor,22754.93,Debit Card,5,08-09-2024
CUST12444,32,Female,Bangalore,Groceries,28526.24,Cash,5,31-03-2024
CUST12445,42,Prefer Not to Say,Pune,Electronics,35915.42,Credit Card,3,30-12-2024
CUST12446,53,Prefer Not to Say,Mumbai,Groceries,41208.29,Credit Card,3,03-11-2024
CUST12447,28,Female,Delhi,Home Decor,38116.69,Cash,5,06-05-2024
CUST12448,68,Prefer Not to Say,Bangalore,Home Decor,1901.42,UPI,3,17-03-2022
CUST12449,32,Female,Pune,Clothing,33696.57,Cash,4,07-01-2024
CUST12450,21,Female,Bangalore,Groceries,25117.12,UPI,2,24-06-2022
CUST12451,38,Female,Delhi,Groceries,28906.16,Debit Card,1,12-08-2022
CUST12452,30,Male,Pune,Electronics,18961.83,Credit Card,1,24-05-2023
CUST12453,39,Male,Pune,Home Decor,35844.3,Credit Card,1,29-12-2023
CUST12454,36,Prefer Not to Say,Pune,Groceries,33857.48,Cash,1,07-12-2022
CUST12455,51,Female,Pune,Electronics,29184.58,Debit Card,4,01-04-2022
CUST12456,31,Male,Bangalore,Clothing,43149.47,Cash,4,29-03-2024
CUST12457,21,Prefer Not to Say,Pune,Groceries,5544.05,Cash,2,11-11-2023
CUST12458,65,Prefer Not to Say,Bangalore,Groceries,15400.65,Cash,5,31-05-2024
CUST12459,69,Prefer Not to Say,Pune,Electronics,25008.96,UPI,3,05-08-2022
CUST12460,63,Prefer Not to Say,Pune,Electronics,47950.94,Credit Card,2,22-01-2022
CUST12461,44,Prefer Not to Say,Delhi,Home Decor,4062.19,Credit Card,1,21-07-2022
CUST12462,46,Female,Bangalore,Home Decor,17185.34,Cash,3,14-06-2023
CUST12463,64,Prefer Not to Say,Bangalore,Home Decor,46331.58,UPI,2,31-03-2023
CUST12464,45,Female,Hyderabad,Groceries,44948.4,Credit Card,1,11-11-2024
CUST12465,52,Male,Delhi,Electronics,43329.66,UPI,2,28-11-2024
CUST12466,25,Prefer Not to Say,Bangalore,Home Decor,15765.33,Debit Card,1,29-03-2023
CUST12467,33,Male,Delhi,Groceries,42418.37,UPI,1,01-07-2024
CUST12468,59,Female,Delhi,Home Decor,25514.3,UPI,4,06-02-2024
CUST12469,53,Female,Delhi,Clothing,31179.05,Debit Card,1,12-03-2024
CUST12470,47,Male,Mumbai,Groceries,12321.83,Credit Card,2,06-08-2024
CUST12471,35,Prefer Not to Say,Bangalore,Home Decor,35480.36,Credit Card,3,21-10-2024
CUST12472,19,Prefer Not to Say,Delhi,Home Decor,16721.01,UPI,4,05-11-2022
CUST12473,66,Male,Mumbai,Clothing,17522.08,UPI,3,08-12-2023
CUST12474,30,Male,Mumbai,Clothing,32022.45,Debit Card,5,20-02-2022
CUST12475,21,Male,Pune,Home Decor,12371.68,Debit Card,3,15-09-2024
CUST12476,43,Prefer Not to Say,Pune,Home Decor,11609.72,Credit Card,5,03-08-2022
CUST12477,42,Prefer Not to Say,Bangalore,Electronics,18773.57,Credit Card,5,29-08-2023
CUST12478,47,Prefer Not to Say,Pune,Home Decor,39014.15,Debit Card,4,01-05-2024
CUST12479,28,Male,Bangalore,Home Decor,11621.76,UPI,3,25-06-2022
CUST12480,24,Prefer Not to Say,Mumbai,Electronics,39472.26,Debit Card,1,26-08-2022
CUST12481,48,Female,Mumbai,Electronics,34932.46,Credit Card,4,18-10-2022
CUST12482,61,Male,Bangalore,Home Decor,34114.45,UPI,4,15-12-2023
CUST12483,27,Prefer Not to Say,Pune,Electronics,24000.41,Cash,1,01-10-2023
CUST12484,56,Male,Pune,Groceries,37421.45,Cash,3,04-12-2023
CUST12485,30,Female,Bangalore,Clothing,1169.22,Debit Card,4,21-07-2024
CUST12486,48,Female,Hyderabad,Groceries,15627.56,Credit Card,5,28-02-2023
CUST12487,24,Male,Pune,Clothing,34117.3,UPI,1,03-12-2024
CUST12488,66,Male,Delhi,Clothing,49371.12,Cash,2,16-09-2024
CUST12489,59,Female,Pune,Home Decor,624.46,UPI,4,15-12-2023
CUST12490,59,Male,Hyderabad,Clothing,25743.63,UPI,5,02-09-2024
CUST12491,53,Female,Mumbai,Groceries,46229.9,UPI,3,19-07-2022
CUST12492,37,Female,Mumbai,Home Decor,43245.2,UPI,3,16-06-2024
CUST12493,21,Prefer Not to Say,Mumbai,Electronics,1645.24,Debit Card,1,15-07-2024
CUST12494,24,Male,Pune,Groceries,26713.13,UPI,5,16-10-2023
CUST12495,18,Male,Mumbai,Home Decor,712.21,Cash,1,18-05-2022
CUST12496,61,Prefer Not to Say,Hyderabad,Clothing,39583.96,Cash,4,07-09-2023
CUST12497,62,Female,Hyderabad,Groceries,15789.3,Debit Card,1,02-04-2022
CUST12498,59,Male,Pune,Clothing,38396.74,Cash,2,24-08-2022
CUST12499,64,Prefer Not to Say,Delhi,Home Decor,47267.27,UPI,1,16-02-2022
CUST12500,30,Prefer Not to Say,Pune,Home Decor,48816.21,Cash,1,04-12-2023
CUST12501,39,Male,Mumbai,Electronics,44758.5,Credit Card,4,12-08-2022
CUST12502,38,Prefer Not to Say,Pune,Electronics,10605.1,UPI,5,03-12-2022
CUST12503,39,Female,Hyderabad,Groceries,10132.71,Debit Card,2,15-05-2023
CUST12504,45,Prefer Not to Say,Pune,Electronics,31476.13,Credit Card,1,22-11-2024
CUST12505,26,Female,Pune,Clothing,27430.66,Cash,4,24-12-2022
CUST12506,43,Female,Delhi,Clothing,971.96,Credit Card,4,24-11-2022
CUST12507,26,Male,Hyderabad,Electronics,19890.5,Cash,4,09-11-2023
CUST12508,32,Prefer Not to Say,Bangalore,Electronics,45381.2,Cash,5,23-05-2024
CUST12509,27,Female,Bangalore,Electronics,44968.77,Cash,1,04-08-2024
CUST12510,41,Female,Hyderabad,Groceries,10593.39,Debit Card,3,20-04-2023
CUST12511,59,Prefer Not to Say,Bangalore,Groceries,19407.17,Credit Card,2,09-04-2024
CUST12512,25,Female,Mumbai,Clothing,28238.12,Debit Card,3,13-01-2023
CUST12513,41,Prefer Not to Say,Bangalore,Groceries,42712.82,Cash,5,17-01-2023
CUST12514,33,Male,Mumbai,Groceries,26833.72,UPI,1,04-06-2024
CUST12515,66,Female,Hyderabad,Home Decor,48425.89,UPI,3,21-03-2024
CUST12516,43,Female,Bangalore,Clothing,40053.08,Debit Card,3,01-03-2022
CUST12517,44,Prefer Not to Say,Bangalore,Clothing,47678.05,UPI,3,09-02-2023
CUST12518,54,Prefer Not to Say,Mumbai,Electronics,36708.86,Credit Card,2,09-07-2024
CUST12519,21,Prefer Not to Say,Mumbai,Home Decor,43942.39,UPI,1,29-05-2024
CUST12520,67,Prefer Not to Say,Pune,Electronics,41634.69,UPI,4,07-03-2024
CUST12521,41,Female,Delhi,Groceries,13065,Cash,1,10-01-2022
CUST12522,36,Male,Bangalore,Clothing,11862.05,Credit Card,3,16-03-2023
CUST12523,53,Male,Delhi,Groceries,43286.98,Credit Card,1,26-02-2023
CUST12524,56,Male,Delhi,Groceries,4691.55,UPI,4,25-07-2023
CUST12525,27,Male,Bangalore,Home Decor,20723.9,Cash,2,09-05-2022
CUST12526,42,Prefer Not to Say,Mumbai,Home Decor,41122.56,UPI,1,28-07-2022
CUST12527,35,Female,Pune,Clothing,40755.35,UPI,1,18-01-2023
CUST12528,36,Female,Hyderabad,Clothing,7369.75,Debit Card,2,20-01-2024
CUST12529,53,Female,Bangalore,Home Decor,24641.64,Cash,2,30-10-2023
CUST12530,27,Prefer Not to Say,Bangalore,Home Decor,24251.7,Debit Card,3,08-02-2023
CUST12531,50,Female,Hyderabad,Home Decor,16524.21,UPI,3,26-07-2024
CUST12532,67,Prefer Not to Say,Delhi,Home Decor,45900.47,UPI,2,22-08-2022
CUST12533,22,Female,Pune,Clothing,32829.32,Cash,4,22-06-2023
CUST12534,64,Male,Delhi,Clothing,49019.28,Credit Card,3,29-09-2024
CUST12535,66,Prefer Not to Say,Hyderabad,Groceries,3804.93,UPI,4,16-12-2024
CUST12536,52,Female,Hyderabad,Groceries,20020.33,UPI,2,04-10-2023
CUST12537,61,Male,Pune,Groceries,41839.31,Debit Card,1,06-03-2024
CUST12538,51,Male,Hyderabad,Clothing,21422.94,Debit Card,2,14-03-2024
CUST12539,50,Male,Hyderabad,Electronics,13462.96,Cash,2,22-08-2022
CUST12540,38,Prefer Not to Say,Pune,Groceries,49891.47,Debit Card,5,14-12-2023
CUST12541,34,Prefer Not to Say,Bangalore,Electronics,43719.68,Credit Card,2,22-12-2023
CUST12542,39,Female,Delhi,Electronics,27550.45,UPI,3,26-07-2024
CUST12543,65,Male,Bangalore,Electronics,28304.61,Debit Card,1,20-12-2022
CUST12544,54,Female,Bangalore,Home Decor,839.72,Credit Card,4,02-09-2023
CUST12545,32,Female,Delhi,Clothing,49059.23,UPI,5,23-06-2022
CUST12546,52,Male,Bangalore,Clothing,40411.61,UPI,3,02-10-2022
CUST12547,45,Female,Pune,Groceries,2318.1,Credit Card,1,04-10-2023
CUST12548,24,Prefer Not to Say,Delhi,Groceries,9228.34,UPI,4,30-08-2022
CUST12549,49,Female,Mumbai,Clothing,41141.05,Credit Card,1,04-05-2023
CUST12550,28,Male,Bangalore,Home Decor,4799.84,Credit Card,3,18-09-2023
CUST12551,27,Prefer Not to Say,Hyderabad,Clothing,47118.39,Debit Card,1,28-08-2022
CUST12552,26,Prefer Not to Say,Delhi,Electronics,49994.61,Cash,2,10-01-2023
CUST12553,31,Female,Mumbai,Clothing,44378.42,Credit Card,1,04-02-2024
CUST12554,30,Female,Hyderabad,Home Decor,37075.75,Debit Card,2,17-10-2022
CUST12555,42,Prefer Not to Say,Mumbai,Clothing,24620.48,UPI,3,12-11-2024
CUST12556,19,Female,Bangalore,Clothing,4580.26,Debit Card,5,06-03-2024
CUST12557,52,Male,Hyderabad,Clothing,36657.09,Credit Card,2,06-05-2024
CUST12558,24,Female,Bangalore,Electronics,20144.83,Debit Card,1,10-10-2022
CUST12559,38,Female,Hyderabad,Groceries,28726.32,Cash,1,25-02-2024
CUST12560,35,Prefer Not to Say,Delhi,Home Decor,15022.83,UPI,1,16-05-2024
CUST12561,20,Female,Pune,Electronics,12486.72,Debit Card,3,16-01-2023
CUST12562,59,Female,Pune,Clothing,16552.7,UPI,4,23-09-2024
CUST12563,56,Female,Mumbai,Clothing,40784.49,Credit Card,1,21-12-2022
CUST12564,58,Male,Hyderabad,Groceries,21611.33,Cash,1,08-12-2022
CUST12565,66,Female,Bangalore,Groceries,15929.54,Cash,2,29-09-2024
CUST12566,28,Male,Delhi,Groceries,21932.03,Debit Card,5,15-08-2023
CUST12567,56,Male,Delhi,Electronics,2098.22,UPI,1,15-10-2022
CUST12568,41,Male,Delhi,Home Decor,44584.91,UPI,3,19-01-2023
CUST12569,63,Male,Pune,Groceries,27812.2,Debit Card,4,07-10-2023
CUST12570,36,Prefer Not to Say,Bangalore,Clothing,5688.9,Debit Card,4,12-07-2024
CUST12571,21,Male,Delhi,Home Decor,14776.14,Debit Card,4,20-04-2022
CUST12572,43,Female,Delhi,Clothing,49185.86,Debit Card,3,06-01-2024
CUST12573,55,Male,Mumbai,Clothing,29856.34,Cash,4,20-01-2022
CUST12574,59,Female,Hyderabad,Home Decor,14924.54,Debit Card,4,19-09-2024
CUST12575,49,Male,Hyderabad,Electronics,21604.11,UPI,2,07-10-2022
CUST12576,56,Prefer Not to Say,Hyderabad,Home Decor,13294.5,Credit Card,4,04-02-2023
CUST12577,62,Male,Mumbai,Groceries,2074.31,UPI,2,26-02-2024
CUST12578,63,Male,Pune,Home Decor,42180.49,Debit Card,2,01-11-2024
CUST12579,53,Prefer Not to Say,Mumbai,Groceries,14977.69,Cash,2,10-10-2024
CUST12580,57,Male,Delhi,Groceries,42001.33,Debit Card,3,17-04-2024
CUST12581,54,Female,Bangalore,Home Decor,24188.57,Credit Card,1,04-10-2024
CUST12582,50,Male,Delhi,Home Decor,9553.28,Debit Card,5,01-05-2024
CUST12583,53,Male,Delhi,Groceries,40192.5,Credit Card,4,28-06-2024
CUST12584,20,Male,Bangalore,Clothing,19167.02,Debit Card,5,27-09-2024
CUST12585,26,Prefer Not to Say,Hyderabad,Home Decor,35532.59,Cash,1,09-12-2022
CUST12586,25,Male,Mumbai,Electronics,41942.87,UPI,2,19-06-2022
CUST12587,50,Male,Pune,Groceries,48167.79,Credit Card,2,05-03-2022
CUST12588,23,Female,Delhi,Clothing,4747.82,UPI,2,28-03-2023
CUST12589,58,Male,Delhi,Home Decor,915.13,Debit Card,2,22-08-2023
CUST12590,56,Male,Pune,Home Decor,27647.04,UPI,4,08-03-2022
CUST12591,21,Male,Mumbai,Clothing,13579.93,Cash,1,17-07-2023
CUST12592,30,Male,Delhi,Electronics,23720.54,Cash,1,06-04-2023
CUST12593,66,Female,Pune,Groceries,4096.61,UPI,1,15-08-2023
CUST12594,19,Female,Delhi,Home Decor,25328.66,UPI,5,11-12-2022
CUST12595,22,Prefer Not to Say,Hyderabad,Electronics,6680.35,Cash,2,25-07-2024
CUST12596,61,Male,Hyderabad,Groceries,42010.09,Credit Card,3,11-10-2024
CUST12597,44,Prefer Not to Say,Delhi,Electronics,38094.6,Credit Card,1,12-11-2024
CUST12598,49,Prefer Not to Say,Delhi,Groceries,4166.64,Cash,5,20-08-2022
CUST12599,38,Male,Hyderabad,Groceries,41899.34,Cash,4,22-08-2022
CUST12600,25,Female,Delhi,Electronics,16585.45,Credit Card,2,03-07-2023
CUST12601,55,Female,Mumbai,Groceries,17966.56,UPI,5,22-01-2024
CUST12602,25,Male,Mumbai,Home Decor,9400.28,UPI,3,27-03-2022
CUST12603,67,Male,Bangalore,Home Decor,41847.55,Debit Card,3,22-06-2024
CUST12604,20,Female,Mumbai,Electronics,20532.94,Credit Card,4,24-03-2023
CUST12605,61,Male,Delhi,Electronics,2917.38,Cash,1,20-05-2024
CUST12606,20,Male,Delhi,Groceries,48329.36,Debit Card,1,29-07-2022
CUST12607,39,Male,Pune,Groceries,13166.42,UPI,5,22-05-2023
CUST12608,23,Female,Mumbai,Electronics,46840.78,Credit Card,5,02-09-2023
CUST12609,19,Prefer Not to Say,Hyderabad,Clothing,15411.3,Debit Card,1,08-03-2022
CUST12610,40,Prefer Not to Say,Hyderabad,Electronics,41655.62,UPI,1,10-07-2024
CUST12611,61,Male,Bangalore,Clothing,33378.86,Cash,5,23-06-2023
CUST12612,19,Female,Pune,Clothing,43133.53,UPI,2,15-12-2023
CUST12613,55,Male,Hyderabad,Electronics,48817.84,UPI,3,28-06-2022
CUST12614,34,Female,Bangalore,Electronics,43638.44,Credit Card,3,18-06-2024
CUST12615,52,Male,Mumbai,Electronics,20481.43,Cash,4,29-08-2022
CUST12616,51,Female,Pune,Clothing,40817.92,Credit Card,3,01-05-2023
CUST12617,40,Female,Pune,Home Decor,35726.72,Cash,5,06-03-2023
CUST12618,47,Prefer Not to Say,Delhi,Home Decor,3549.38,Debit Card,2,20-12-2023
CUST12619,69,Male,Mumbai,Electronics,46523.12,UPI,5,26-05-2024
CUST12620,25,Prefer Not to Say,Pune,Electronics,23565.07,Credit Card,1,06-12-2022
CUST12621,39,Prefer Not to Say,Bangalore,Groceries,7155.3,Cash,1,13-10-2022
CUST12622,61,Female,Hyderabad,Groceries,21556.22,Credit Card,3,28-02-2023
CUST12623,53,Male,Mumbai,Groceries,30355.49,UPI,2,28-02-2023
CUST12624,22,Female,Mumbai,Electronics,28860.83,UPI,4,02-05-2022
CUST12625,30,Female,Pune,Home Decor,28952.29,Debit Card,5,20-12-2023
CUST12626,46,Female,Pune,Home Decor,13164.04,Cash,4,26-12-2024
CUST12627,48,Male,Pune,Electronics,31818.77,Cash,4,30-07-2023
CUST12628,64,Male,Bangalore,Electronics,45417.03,Debit Card,4,11-12-2022
CUST12629,33,Female,Delhi,Clothing,19739.01,Debit Card,4,25-10-2023
CUST12630,59,Male,Pune,Clothing,31713.72,Cash,5,23-08-2023
CUST12631,47,Female,Delhi,Home Decor,12577.36,Cash,1,16-08-2023
CUST12632,33,Male,Delhi,Groceries,2889.91,Credit Card,5,02-07-2023
CUST12633,29,Male,Mumbai,Home Decor,29493.7,Cash,1,19-11-2024
CUST12634,34,Prefer Not to Say,Hyderabad,Clothing,2853.72,Credit Card,1,15-07-2022
CUST12635,33,Female,Hyderabad,Home Decor,36317.44,Credit Card,5,05-10-2022
CUST12636,29,Prefer Not to Say,Bangalore,Clothing,33682.46,Credit Card,5,22-04-2024
CUST12637,25,Prefer Not to Say,Bangalore,Clothing,18781.59,Credit Card,5,02-05-2022
CUST12638,37,Female,Hyderabad,Groceries,20858.86,UPI,1,22-07-2023
CUST12639,20,Female,Hyderabad,Groceries,45929.17,Debit Card,5,17-09-2022
CUST12640,33,Male,Mumbai,Clothing,1150.11,Debit Card,2,29-09-2022
CUST12641,47,Female,Mumbai,Electronics,28383.52,Cash,3,27-05-2023
CUST12642,62,Prefer Not to Say,Hyderabad,Groceries,46206.38,Debit Card,3,27-10-2022
CUST12643,40,Prefer Not to Say,Pune,Clothing,45742.37,Debit Card,2,22-10-2023
CUST12644,45,Female,Pune,Electronics,29440.46,UPI,3,22-05-2023
CUST12645,68,Prefer Not to Say,Mumbai,Electronics,19370.88,Credit Card,1,15-03-2024
CUST12646,57,Male,Delhi,Home Decor,5395.72,Credit Card,5,29-09-2024
CUST12647,22,Prefer Not to Say,Hyderabad,Home Decor,9102.32,Credit Card,5,19-10-2022
CUST12648,37,Male,Bangalore,Groceries,34143.83,Debit Card,5,05-07-2023
CUST12649,57,Prefer Not to Say,Pune,Electronics,1323.39,Debit Card,2,28-04-2024
CUST12650,61,Male,Delhi,Groceries,44232.54,Cash,2,08-02-2024
CUST12651,18,Male,Pune,Clothing,29602.76,UPI,1,14-07-2024
CUST12652,47,Female,Delhi,Groceries,2734.76,UPI,2,04-06-2022
CUST12653,38,Male,Hyderabad,Electronics,12368.49,Cash,5,10-07-2022
CUST12654,37,Female,Hyderabad,Home Decor,29912.95,Cash,1,05-04-2024
CUST12655,23,Prefer Not to Say,Hyderabad,Groceries,2262.26,Cash,1,21-11-2024
CUST12656,39,Prefer Not to Say,Mumbai,Home Decor,39109.38,Credit Card,5,24-07-2023
CUST12657,35,Prefer Not to Say,Delhi,Groceries,46036.14,Credit Card,4,26-01-2024
CUST12658,25,Male,Bangalore,Clothing,48080.41,Credit Card,5,20-07-2024
CUST12659,56,Prefer Not to Say,Bangalore,Electronics,36816.13,Credit Card,1,26-09-2024
CUST12660,49,Prefer Not to Say,Hyderabad,Groceries,42912.86,Cash,4,02-11-2023
CUST12661,50,Female,Bangalore,Clothing,30730.02,Cash,5,06-01-2022
CUST12662,33,Female,Pune,Clothing,23197.91,Cash,5,10-07-2022
CUST12663,29,Prefer Not to Say,Delhi,Clothing,35800.17,Credit Card,4,27-07-2024
CUST12664,55,Prefer Not to Say,Delhi,Home Decor,11596.94,Credit Card,4,04-01-2024
CUST12665,69,Male,Delhi,Home Decor,5934.32,Debit Card,3,10-05-2022
CUST12666,51,Male,Pune,Clothing,38211.62,Cash,4,30-12-2024
CUST12667,31,Prefer Not to Say,Mumbai,Clothing,47930.25,UPI,2,25-03-2024
CUST12668,53,Female,Pune,Groceries,29085.23,UPI,4,23-03-2023
CUST12669,50,Prefer Not to Say,Delhi,Groceries,24385.85,Debit Card,1,29-05-2024
CUST12670,40,Male,Delhi,Electronics,26953.01,Credit Card,4,10-03-2023
CUST12671,67,Female,Delhi,Groceries,24183.98,Cash,5,10-10-2024
CUST12672,62,Female,Bangalore,Electronics,22388.91,Credit Card,2,04-07-2023
CUST12673,19,Male,Mumbai,Electronics,47378.27,Credit Card,4,24-10-2023
CUST12674,58,Prefer Not to Say,Pune,Electronics,24248.28,UPI,2,04-08-2023
CUST12675,38,Prefer Not to Say,Delhi,Home Decor,4514.57,UPI,3,23-11-2023
CUST12676,19,Prefer Not to Say,Hyderabad,Groceries,38393.08,Cash,2,25-09-2022
CUST12677,44,Male,Mumbai,Clothing,19882.3,Cash,5,20-09-2024
CUST12678,26,Female,Hyderabad,Electronics,35679.33,Credit Card,3,05-12-2023
CUST12679,18,Male,Mumbai,Clothing,29188.68,Credit Card,4,10-04-2022
CUST12680,28,Prefer Not to Say,Delhi,Electronics,35802.41,Debit Card,2,05-04-2022
CUST12681,20,Male,Mumbai,Groceries,3568.7,Credit Card,3,23-07-2022
CUST12682,69,Female,Mumbai,Electronics,2176.73,Debit Card,4,30-07-2024
CUST12683,40,Male,Delhi,Groceries,19237.81,Credit Card,4,03-02-2022
CUST12684,43,Prefer Not to Say,Hyderabad,Clothing,34811.72,Credit Card,2,12-09-2022
CUST12685,21,Female,Hyderabad,Groceries,11572.29,Credit Card,2,20-11-2022
CUST12686,35,Male,Bangalore,Clothing,21953.34,Cash,3,22-06-2024
CUST12687,23,Male,Hyderabad,Groceries,49050.11,Cash,2,23-07-2024
CUST12688,52,Female,Hyderabad,Electronics,11136.29,Cash,4,02-01-2022
CUST12689,39,Female,Mumbai,Electronics,42473.2,Debit Card,5,26-05-2024
CUST12690,60,Prefer Not to Say,Bangalore,Groceries,41360.31,Debit Card,3,19-02-2023
CUST12691,32,Female,Delhi,Clothing,44621.93,Cash,5,28-09-2022
CUST12692,39,Prefer Not to Say,Delhi,Clothing,45799.52,Debit Card,5,11-09-2023
CUST12693,54,Male,Pune,Clothing,25612.35,Cash,4,22-11-2022
CUST12694,69,Prefer Not to Say,Bangalore,Groceries,34255.72,UPI,5,16-07-2023
CUST12695,59,Male,Mumbai,Groceries,31135.1,Cash,1,11-07-2022
CUST12696,29,Female,Pune,Groceries,15792.95,UPI,3,09-01-2024
CUST12697,64,Male,Pune,Groceries,14349.49,Credit Card,4,28-05-2023
CUST12698,66,Female,Delhi,Clothing,17407.71,Debit Card,2,18-06-2022
